,month,label,return,beta,book_to_price_ratio,earnings_yield,growth,leverage,liquidity,momentum,non_linear_size,residual_volatility,size,administration_expense_ttm,EBIT,EBITDA,goods_sale_and_service_render_cash_ttm,interest_carry_current_liability,interest_free_current_liability,net_debt,net_working_capital,non_recurring_gain_loss,OperateNetIncome,retained_earnings,money_flow_20,PSY,TVMA6,VDEA,VEMA10,VOL10,WVAD,CCI10,CR20,fifty_two_week_close_rank,Price1M,Rank1M,ROC12,ROC120,single_day_VPT,single_day_VPT_12,Volume1M,capital_reserve_fund_per_share,cashflow_per_share_ttm,cash_and_equivalents_per_share,net_asset_per_share,net_operate_cash_flow_per_share,operating_profit_per_share,operating_revenue_per_share,retained_earnings_per_share,retained_profit_per_share,surplus_reserve_fund_per_share,total_operating_revenue_per_share,ACCA,accounts_payable_turnover_days,accounts_payable_turnover_rate,adjusted_profit_to_total_profit,admin_expense_rate,cash_to_current_liability,current_asset_turnover_rate,current_ratio,DEGM,gross_income_ratio,total_profit_to_cost_ratio,Kurtosis120,sharpe_ratio_120,Skewness120,Variance120,boll_down,EMA5,EMAC20,MFI14
000001.XSHE,1,1,0.1127375375491397,0.5452470435835299,0.7918831419134409,1.0,0.5880458993714774,0.2872794909045155,0.562467870338403,0.3741231872013518,0.22797417548326535,0.27427867533339045,0.8565114814573538,0.0,0.1705458299637082,0.14706424858245287,0.017736805778036283,0.03812790770903385,0.2189535882985834,0.28270604266262,0.5007649952732575,0.08072545373068588,0.5940724888783238,0.17419839372518353,0.5900588318033348,0.5000000059999999,0.7727251368084005,0.5175914840054331,0.021842747554390536,0.06569529876014588,0.4931998474618064,0.4370364817886538,0.2990948794926739,0.5261044176706826,0.3930376169360536,0.4929067105635434,0.39629370419280097,0.2727926596944939,0.323054248888787,0.6092625560821181,0.36703732836960035,0.2737074987160366,0.9109487168037664,0.48645566545731067,0.4639118777342883,0.8094700978628229,0.6984166955362605,0.11997443146889147,0.5692829548048368,0.5889089224053325,0.27617139473233326,0.11993492169828643,0.5350693329277691,0.9497821337273389,0.23100833879154672,0.5002600239108402,0.055688037654496876,0.49853695728047986,0.1552594757642722,0.25061828802464053,0.5005604439746325,0.5843010653260137,0.4981221072758845,0.06998987904249576,0.38703024919638723,0.5414608339527026,0.002457011033790179,0.733752185404948,0.5825887060751489,0.5864136660407828,0.5590159894341369
000002.XSHE,1,1,0.1643857862848581,0.4701774995647072,0.5119697190914694,0.8053459141979789,0.5682255601641101,0.2811623919809449,0.4831013807418713,0.3520881789423338,0.21346536531419885,0.2568692700657059,0.8657228755865696,0.17264269341013566,0.4643684550801561,0.11140621621390684,0.2635658896826539,0.6434681806701527,1.0,0.0697722485059449,1.0,0.4348419406600189,0.5687741304319003,0.26676829180614814,0.5871223993799922,0.3000000012,0.4349538449927145,0.5124642526864073,0.011029458967647952,0.03451625275932193,0.4905915792859113,0.42521710006005947,0.345553070049204,0.7028112449799195,0.3557506019154499,0.4256292600118316,0.24320871923946671,0.24468688043069173,0.4661460514266371,0.4518808011518834,0.37767953523495673,0.11537819102092561,0.66128761376935,0.5545309643882163,0.2617613865160435,0.5759980984667757,0.5472615709462216,0.11129227745899332,0.5073945437056244,0.4611571931110606,0.71435323507988,0.11125562688021012,0.5460175806866848,0.9524005279630198,0.22871312333192792,0.4949974226093232,0.024826699925555883,0.5032861239179793,0.026728198692366326,0.21088756749103396,0.5370042732570747,0.5592154150978922,0.5579026342588477,0.058480365780956604,0.3408072413140076,0.48576239739930716,0.001521312925554563,0.8068222000416603,0.5731650370120498,0.6123681466559905,0.43817704739958274
000004.XSHE,1,1,-0.02680083868116376,0.48647869983679215,0.05269829046466651,0.42570718210318986,0.5867681596052569,0.05793463813208971,0.5892755093685662,0.4943572702241353,0.0,0.4762789326691619,0.0,0.0017109789858322207,0.15007386381359802,0.01749811460712603,0.00024843536055990184,4.4973314916580265e-05,0.001424351430647534,0.002559677024479722,0.4895492973223239,0.08249557567881965,0.4703416313289811,0.039120482840664994,0.05245051462526353,0.6000000024,0.031858893986475435,0.49069824854435673,0.008065368722593311,0.168004523099241,0.4921925745774442,0.6187907364834303,0.19585607090523816,0.5983935742971886,0.3865004414671654,0.8897029244579335,0.37959426827047993,0.1898480533470112,0.499783200702552,0.48224098480099986,0.36525267325156197,0.045548298219271297,0.5000230648917784,0.487696151996286,0.05396256486929194,0.49420713200478866,0.44705008137460556,0.05662576175871814,0.26724344594365385,0.28844473001108517,0.09672816623939554,0.056607113861578455,0.5065227723040593,0.9481523093663358,0.2380647518523973,0.47223971033754625,0.10156697817805334,0.4983324463516112,0.1375155921795046,0.21973545122488253,0.4811605916140522,0.5389957297171616,0.509110294973331,0.12515303487665352,0.3206269859228258,0.5291698613513951,0.005877645579499869,0.6244066689277081,0.4740569817807243,0.5516985147449951,0.6691556444653921
000005.XSHE,1,1,0.04694806386492929,0.18388842873312272,0.18046681559905234,0.41878496587866465,0.30492798335926163,0.10125301804623638,0.3472841836385845,0.34071000953137015,0.9121860342505168,0.2754998791046288,0.23820995625929003,0.0023749714052170366,0.1705458299637082,0.017292895032678533,0.00033146577372592347,0.0028074439359280974,0.006628520960427315,0.0027393353478459967,0.4838865986586537,0.08072545373068588,0.47001451310197717,0.035784296111467655,0.0,0.0,0.0,0.5174761937981092,1.1954598221292774e-09,0.0,0.4886572123570449,0.21701554065708292,0.12704700251716533,0.4899598393574297,0.3913502892879855,0.35102960467090205,0.15199418854851052,0.19467323602134767,0.5024393431257088,0.4597880751392713,0.377632867487322,0.07083914426372631,0.4848937520491261,0.4908031005491603,0.046591000203761314,0.4953078631135123,0.42938513183208055,0.04493173223113971,0.2395096500676642,0.2552712954944034,0.12032409921037807,0.0449169353914164,0.5597678082763778,0.9503469958859224,0.23020254763984205,0.508684219478778,0.14301400731356756,0.5020740336806683,0.06965937236832093,0.18606697962067575,0.6416949306470703,0.5620464122722555,0.4492014190461553,0.15581673938009433,0.2101874318265983,0.4263838302119832,0.0006294889314672595,0.862834535168145,0.6241234989832467,0.747524148810875,0.4507349812695741
000006.XSHE,1,1,0.09558028270991414,0.6711999136661171,0.47798875814595115,1.0,0.48912368308682697,0.1954100247435634,0.4057451844548573,0.4013915773107658,0.9919207968854983,0.2568185481511632,0.31707565273631716,0.004857090874704688,0.16408308294431737,0.021957553482280078,0.008834347231389534,0.038626822832354475,0.031242522056732003,0.004404816026434359,0.527630236668314,0.08246373233119411,0.47413349306913355,0.04721424023212461,0.05879220425656302,0.6000000024,0.03967927178043968,0.510473651768406,0.0057741376792720565,0.0462441507963291,0.48910366460073534,0.39805305664616936,0.2055781412702279,0.9317269076305219,0.3199899844493125,0.7601831322822089,0.2824558127736734,0.20739097144446306,0.4952762204767499,0.48110752772605253,0.3674468384675072,0.10305360511778454,0.467856547809264,0.4723414843685364,0.16074090708286817,0.5682471963961615,0.4867229764886296,0.07953641211360336,0.369209797274232,0.35700325799389016,0.393224432125672,0.07951021932103178,0.6368927359044655,0.9485409820533572,0.23495838322314,0.496010750709291,0.013600326236219321,0.4956898117259685,0.0389881294180644,0.21730837481859833,0.5067300315048677,0.5556641050330104,0.5779002888120455,0.05870468244844794,0.3143523974260528,0.4755011440548472,0.0035514988695964345,0.7809749738842411,0.5684759924903258,0.6496622104461345,0.7297735867879792
000007.XSHE,1,0,0.05850875750654772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000008.XSHE,1,0,0.000794217711083102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000009.XSHE,1,1,-0.05877880838176683,0.7465808707383172,0.10654587552474115,0.3813326445911696,0.5792114377607919,0.21120667715704614,0.6998908119086349,0.5448026597933807,0.748351207640945,0.46517517654518137,0.586925134111069,0.028855318889742288,0.17466695641449365,0.024165143547785987,0.005658290082109419,0.024632691519238824,0.026169904694655667,0.004635927936840164,0.5495521571004753,0.11748987557110062,0.47594313336696364,0.049338015009932276,0.4980223689497599,0.5000000059999999,0.42661469833155274,0.4134514344359207,0.10142905153840602,0.10307201445532321,0.5038153911585455,0.586075551998088,0.32512080419889566,0.22088353413654616,0.4120980796888694,0.3858123922940405,0.3207218665781948,0.1583892208604767,0.5190230706874335,0.49497477989498395,0.3788777314473508,0.07781597495138202,0.4447725001810597,0.5156571044600831,0.15044312146224084,0.489521712021049,0.5127727514530186,0.10938037366344179,0.3822825493327139,0.41633149082844306,0.0685734044979596,0.10934435270948328,0.47341588440060234,0.949478883273347,0.23159708124857514,0.4927418490797581,0.06851727390078108,0.5065339304531233,0.05003099942942855,0.23489746523117241,0.4889336016549346,0.5150284071302265,0.5073582941946004,0.0761542408782267,0.33661849613543443,0.42378427582494144,0.005934345367652838,0.7051080668753775,0.4465323474132328,0.5307524030306636,0.7423579542728084
000010.XSHE,1,0,0.04694806386492929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000011.XSHE,1,1,0.01405332702282403,0.9463611580570097,0.18888011718196498,0.3376317755606159,0.7616685249323907,0.4228971915132501,0.9177166225046491,0.5405647849743924,0.99791640546388,0.5028201439092006,0.33467497625194104,0.00800769447868842,0.15233168438726352,0.025635811483465575,0.0017599211645595858,0.024320951359557884,0.010948787287917044,0.0032105175853501776,0.49695602116082904,0.08072545373068588,0.47092999378308226,0.043771456627807986,0.11186589873807012,0.39999999760000005,0.08563127580005586,0.4142042006908027,0.05392259616251148,0.3466881078256755,0.5018308975658543,0.4347511316245609,0.16754885245257034,0.3052208835341365,0.28262981938616244,0.958352838293166,0.20996358380087365,0.3879525256447561,0.4957469370828969,0.47141633064679495,0.3574365916297848,0.05437191370801748,0.4487127879860311,0.4754750900068526,0.12258900699250672,0.476950898557397,0.4475093491040648,0.061684270283831354,0.36429549111106524,0.3945586932486334,0.08572678727500062,0.0616639565274833,0.4537080492095477,0.9506011274620373,0.22992419769418784,0.5000444254076619,0.04433728974752621,0.4952350595846883,0.0660021635739793,0.20848458243529988,0.5597326642711329,0.6850765240313132,0.6714494483071245,0.06994808000579544,0.5410888985877949,0.4722273939275604,0.009997931254423328,0.7353789002983733,0.5711310286350688,0.7328710923694546,0.6627427499798282
