,month,label,return,beta,book_to_price_ratio,earnings_yield,growth,leverage,liquidity,momentum,non_linear_size,residual_volatility,size,administration_expense_ttm,EBIT,EBITDA,goods_sale_and_service_render_cash_ttm,interest_carry_current_liability,interest_free_current_liability,net_debt,net_working_capital,non_recurring_gain_loss,OperateNetIncome,retained_earnings,money_flow_20,PSY,TVMA6,VDEA,VEMA10,VOL10,WVAD,CCI10,CR20,fifty_two_week_close_rank,Price1M,Rank1M,ROC12,ROC120,single_day_VPT,single_day_VPT_12,Volume1M,capital_reserve_fund_per_share,cashflow_per_share_ttm,cash_and_equivalents_per_share,net_asset_per_share,net_operate_cash_flow_per_share,operating_profit_per_share,operating_revenue_per_share,retained_earnings_per_share,retained_profit_per_share,surplus_reserve_fund_per_share,total_operating_revenue_per_share,ACCA,accounts_payable_turnover_days,accounts_payable_turnover_rate,adjusted_profit_to_total_profit,admin_expense_rate,cash_to_current_liability,current_asset_turnover_rate,current_ratio,DEGM,gross_income_ratio,total_profit_to_cost_ratio,Kurtosis120,sharpe_ratio_120,Skewness120,Variance120,boll_down,EMA5,EMAC20,MFI14
000001.XSHE,12,1,0.0005827035890792268,0.38951866390796075,0.9135546098645184,1.0,0.5275106147587053,0.3197513665333705,0.5511446080702369,0.14464808725968512,0.23575878494382996,0.29042785511550384,0.8999894208788961,0.0020931932008947805,0.2959505728785032,0.32393632762761926,0.021138637032240407,0.0412915904709088,0.2619916154542759,0.6409444869130396,0.4993621499050374,0.4780408705676814,0.7109426943233532,0.3835927520180673,0.44728181392479754,0.5454545434710744,0.43895936960736587,0.5168166701923651,0.01136496289612957,0.03449810680039337,0.49290563538208093,0.38310675111148473,0.3030573066697726,0.6425702811244979,0.3388580888780149,0.5972389323441657,0.40369013853589514,0.11486491325836942,0.3546535678703513,0.15837772300174074,0.3213340288069093,0.5215346304005167,1.0,0.5693768035035595,0.6528800492057935,0.04978736735997691,0.7514883575717786,0.11495325020648507,0.6107792764265394,0.6323080960616456,0.2862318212328349,0.11490628969484043,0.41079542424628934,0.03559702104856785,0.1747337812384545,0.14364508605091664,0.002442866096259416,0.5000672653796502,0.43740549664196676,0.05054040146204629,0.9113394340880261,0.5938632745783146,0.49954136630634344,0.1317629259515416,0.46520299343318267,0.47996138596730004,0.002734454345664734,0.8562483238335694,0.5351451171341819,0.5443713384502415,0.6354993806319331
000002.XSHE,12,1,-0.009779990711438917,0.3241315570175498,0.32072011591036664,0.5406987116810701,0.7130725050962018,0.3566547259490053,0.7464884673484944,0.23097406073442228,0.3335485886710401,0.5464696048624543,0.9999999999999998,0.31282928090807305,0.8911095431006935,0.17541736650641315,0.4891568600504092,0.5443955458125762,1.0,0.11943215499624092,1.0,1.0,0.5487329117202357,0.4024747976837571,1.0,0.4545454565289256,0.0,0.5126457753577881,0.008204940487982797,0.04395726511663026,0.49300173380158546,0.801132988897127,0.8036235515248074,0.0,0.6361653774981237,0.011891514125204963,0.6566328168209334,0.3168830293342175,0.9999999999999999,0.544941090538279,0.3169933834624796,0.17056381495852957,0.42497003299573444,0.4874906339118128,0.48664972575418536,0.5077269496707192,0.6311771136166683,0.1776106212246027,0.7163884332421304,0.6170951405196718,1.0,0.17753806402738342,0.4996146723139874,0.269462433742761,0.11701822429782446,0.1432369988812927,0.0009625523173519967,0.5003550125748532,0.3477979203426963,0.02555133567381663,0.9116110530593426,0.5778081436619205,0.5304209612745674,0.1257583595843449,0.6361019004540085,0.6237970692021305,0.003289341349391116,0.250041577522243,0.15001767275862443,0.16106810543656835,0.8073947406991852
000004.XSHE,12,1,0.08903272472326051,0.8114020395139452,0.009175921290185518,0.32151500725008164,0.4238077583220432,0.1676549115056649,0.6961728799557069,0.3774965886318286,0.43252718892240344,0.5865346561987052,0.07130577805861682,0.002600164981490017,0.2728758435542325,0.0377799033902931,0.0014172229244098634,0.0003631084788641621,0.0017322580135154053,0.0004915417465916373,0.4900607556124528,0.48521799224692613,0.4254168640069861,0.04484211521257646,0.07927147685692808,0.363636358677686,0.06469203141064497,0.5170588674123789,0.006016837160556597,0.20531937757008312,0.49310365697399283,0.4691883793388502,0.40483610935318504,0.02409638554216867,0.43678055943300603,0.13808993898341532,0.3901146090165727,0.25192507770491573,0.5204487300731458,0.14943307904315173,0.33622796679601435,0.09326172751149132,0.44607132700662017,0.5094991035620725,0.08677506380128118,0.49481940207550956,0.4785833746438394,0.02338928324545872,0.3214999396615021,0.3492131071860022,0.0848817495092172,0.023379728294152555,0.48650324777463916,0.21898231840096943,0.1212734639227318,0.1424369658627125,0.0013078912800773617,0.508470430304073,0.359026203071553,0.034671538939233255,0.9111886624010199,0.575833697723607,0.561457049941114,0.05785685876338097,0.5318641688100506,0.4807044935937561,0.009825585295097526,0.6396965504940619,0.5531044280117983,0.4613054785530102,0.5457309021034041
000005.XSHE,12,1,0.2066497091305832,0.7872182688433674,0.058600683855991986,0.34601734516594396,0.3686327060124334,0.1544756302967331,0.7879391245713975,0.4465955898280024,0.9679580952047641,0.6725477267298472,0.2553717631820852,0.005096655302521397,0.2959505728785032,0.03737318095489533,0.0011980639934403208,0.0012665909423106873,0.005220053061407672,0.0006272666377350875,0.48508598776079354,0.4833094378123772,0.4250696438772103,0.042817434187642466,0.2277188667368708,0.6363636304132232,0.24803922679287327,0.49009238001590866,0.07329753708254096,0.3401402046303301,0.4921611423205475,0.4685877198108043,0.270776341345084,0.2248995983935743,0.4027938057855177,0.3697744805526436,0.4566433151858851,0.07807582418912586,0.4667272221372974,0.18132919428637234,0.3279854758910645,0.12297736190665176,0.45054760997751525,0.4996798629784879,0.07061921480323706,0.4941253701120981,0.45739908517435085,0.0006938803741771183,0.29586908591364985,0.32023194501070285,0.1054472501075316,0.0006935969113143197,0.512824623432628,0.2678828636555691,0.1171233469805987,0.14403634718985678,0.00793408118258249,0.5003474793665115,0.3414807354921913,0.006309567463717858,0.9114778589087724,0.562108967421706,0.6188834338213163,0.05737847248440493,0.5166796236414699,0.5237852997049902,0.010470106189985786,0.7197705860808516,0.5265731231417212,0.5147548492541258,0.5169868245956244
000006.XSHE,12,1,0.1109630433442887,0.884688834165107,0.26441578292597817,0.29076397940950516,0.459315350528618,0.2650987514674862,0.7181842610740446,0.2817904923838474,0.9824968621924604,0.39824921610648456,0.37145581572886566,0.0067511324097985145,0.28528263745451876,0.044560863411042664,0.009055666844677906,0.026835083413306315,0.02425639950605433,0.0025394511016599212,0.5429243222605117,0.4835994857557454,0.4263907717659329,0.05729207468301227,0.22657317219894843,0.6363636304132232,0.26388068017326244,0.5160149519545388,0.015161044791543456,0.183340745011768,0.49300733450910195,0.4217146152785878,0.25642375868597356,0.34538152610441764,0.35441447845554225,0.5270424428137516,0.4310363176586073,0.14228077235746228,0.4367933032989215,0.16073106693906947,0.32362588954876825,0.12957091252622982,0.43010077004562336,0.5053871144601189,0.20935164255999722,0.48064720054838794,0.4709942707241916,0.014022232820019676,0.4349708714572732,0.42621374718205784,0.4992622734845939,0.014016504480660453,0.44719114263693543,0.24508266849269886,0.11881726798165673,0.1435799766278359,0.0008505408076200363,0.5031657363094454,0.35529363192663727,0.0481290010757881,0.9116540897108832,0.614071420052897,0.5403161821873789,0.07050049324612316,0.48364071043973356,0.4932905809152735,0.007823110334586776,0.8003380765555894,0.5597697719711467,0.5422713195199009,0.6623121029137943
000007.XSHE,12,1,-0.009779990711438917,0.05078626596453162,0.05084969960402341,0.3318135100862204,0.4598422264600183,0.10459508607516219,0.6214125594190038,0.13061541692178807,0.7297788166732947,0.5727719319745228,0.14260154884051396,0.005648088919246186,0.27128275369449234,0.03753478356471391,0.0014658104897792624,6.667337807492475e-05,0.0017772378174478185,0.0004912153317569869,0.4905555977176463,0.4815391844203308,0.4252494966496398,0.043245225140954864,0.10494914235724168,0.7272727282644629,0.05438059437021809,0.517956985965655,0.01074353665643044,0.1783329553149367,0.49335249728831004,0.7959481985808834,0.20907258303047957,0.57429718875502,0.49138002113049173,0.3310324436201382,0.42451156202667256,0.3340270686082616,0.596427086995479,0.15008726618737842,0.3169933834624796,0.28208590334915024,0.4501832915906212,0.49949152327491053,0.11464274667617642,0.4898210514449778,0.49334464417125823,0.008983769859957528,0.23834022499443464,0.2680574253384143,0.024770696648728687,0.008980099825153262,0.4538564657260724,0.7944320246477761,0.10632384010713573,0.1431149723713068,0.0036870060378100832,0.5002412970013146,0.3604182120793137,0.04246493848518767,0.911640951258069,0.7341831279614459,0.4034204390534695,0.30047067722436765,0.44891373625496617,0.40284083703962587,0.0015358207422843172,0.6727515691530017,0.3225996391501358,0.42840207083851656,0.6760420201197044
000008.XSHE,12,1,-0.01990657298991994,0.5085029653237715,0.09115543405701454,0.321634748077538,0.751501086948662,0.27292748405472256,0.7671023199498352,0.5028592368374587,0.8224445461137051,0.6151765016608762,0.498028209083462,0.018278886302466806,0.27749029740517556,0.03893691556425269,0.0029583726920213082,0.0017353756785678726,0.004060704032910267,0.0005830673780874188,0.49750181994839704,0.4822027129963691,0.4265866538832154,0.04523587034708249,0.12052450995923082,0.5454545434710744,0.11146259751260912,0.5077463069976231,0.011421312960145062,0.194469166560282,0.49280672982585294,0.33129377595500886,0.19175853551950997,0.1566265060240964,0.3138973404295122,0.7786726876864769,0.4121758416409445,0.3747781799139802,0.4851559192249931,0.1579285440233425,0.3134419463624917,0.10613235156782705,0.4523209663116068,0.5003024280837379,0.0971976825263779,0.4944845725674049,0.46768253022960776,0.0073477166551799596,0.32486254116896723,0.3612819572516177,0.0007415600612543297,0.007344714978124919,0.4783969734633495,0.1169328151990998,0.14600776649110578,0.14378312993847675,0.0035840793538597063,0.5041438576465068,0.38799221815061863,0.05615500077996922,0.9116733524093775,0.6831392273972814,0.5181121161674864,0.06978924527774955,0.4999611308775634,0.5250809684259581,0.008082364043645965,0.8289377917890464,0.5743377203106661,0.5835716918166014,0.48210420844278745
000009.XSHE,12,1,0.110823024363938,0.6459513298173111,0.14577335844218894,0.3721570646777509,0.49572155708107457,0.24731686373748688,0.8735227044312112,0.32202198234445517,0.8085128782056511,0.6069841473980728,0.5059679109523925,0.03911090181313788,0.41186180011795587,0.04052720214236855,0.013684970364416479,0.06488784576811131,0.02612976923490768,0.0028234861423643703,0.5384473835236243,0.8851494905153778,0.4245902980867536,0.05608495515278103,0.7554025692132214,0.5454545434710744,0.6967192479782618,0.4073143187020478,0.20287830101758797,0.2987424764698581,0.4876089963073386,0.4414368396932298,0.1809193756428291,0.3092369477911646,0.3429049597536164,0.9324893153777922,0.4454752188744084,0.12087827867201344,0.28758830057220414,0.18878393702615553,0.30058100881106864,0.12639227282932158,0.49012386102336425,0.558552895648593,0.1899524258820101,0.48095372372299855,0.7272155213508669,0.047770933214325836,0.408713245980169,0.44239313370669725,0.06843401211566702,0.047962882016317585,0.36273415886741245,0.1308522866507606,0.1395126602244163,0.14246018554321593,0.0018433412026697463,0.5237262533685767,0.3599460974877196,0.037466522461113955,0.911581838973679,0.5894973172226949,0.5456567930320468,0.08389444978922568,0.5256388394019454,0.5134224539905451,0.006874279122247793,0.8075500101666278,0.5296821365068625,0.5230507018137605,0.5283018025312232
000010.XSHE,12,1,0.1086079186084604,0.7648869733485796,0.17968098099009297,0.230468832101623,0.38614730438703926,0.30335597137364767,0.7774744127930016,0.20740079182930238,0.8863940092783706,0.5795617199045406,0.20159230068721395,0.007826004661264119,0.2733664623510469,0.037884537704457086,0.0014652152622815536,0.002725860439629556,0.008047638936086137,0.0008322597672281431,0.484276631006459,0.4840916440905505,0.4253709380621661,0.043971533649613745,0.12706723978411885,0.6363636304132232,0.11490692825556283,0.5113220644422636,0.026253990484817042,0.31209658232807486,0.49348066099517635,0.49725256753685604,0.3326339411615501,0.14056224899598393,0.3953750469851442,0.25009596000322554,0.43759826793942036,0.05961352376134553,0.4826169465347604,0.1548580663644441,0.3348137056219747,0.1114202526980454,0.4385112872246721,0.4853290574341851,0.0750756316690595,0.4841343582133497,0.46288748131693497,0.01344761313515425,0.3077535024020618,0.34265155292154326,0.007424667722462562,0.013442119538478282,0.3698921148530119,0.10274181228181675,0.15540184970446208,0.14226855894026413,0.0020158257511920913,0.4772364331974145,0.4138943653934161,0.009899682755839903,0.9112611374208001,0.4865212044246078,0.4381439837992098,0.059026277595084733,0.4970467019686793,0.4966514974042485,0.009340335700849165,0.7347654141942195,0.5347898013210228,0.4965266849387686,0.418956152903036
000011.XSHE,12,1,0.4414255201955645,0.8003577691268932,0.22292738154840466,0.3577568942247435,0.566201812873916,0.3888488683557538,0.8640218961548735,0.28783542797391903,0.949526668753364,0.5279704417393775,0.2395398940086434,0.009890584721880764,0.2754250788568573,0.038300416826648045,0.004262633502986678,0.006665260154179013,0.012350954402072638,0.0009240165976023594,0.5027327379363951,0.48328436165565863,0.42615312908323466,0.05143529482512574,0.08075483521834449,0.7272727282644629,0.08676423080553422,0.49609259161233477,0.046972243750761374,0.34498106800393374,0.49322488658503955,0.3301970362118407,0.2578061854782616,0.3614457831325301,0.31286519161232434,0.5907179528532644,0.4059643427756765,0.18653193172660607,0.4957827548096732,0.15063142332232038,0.3220853550556179,0.11327213062786488,0.426275860237131,0.5267917153830943,0.21957096327952433,0.5157095464331669,0.47921420695957834,0.03338449350809167,0.4572383718723153,0.4852359178221969,0.1479713479781849,0.033370855330020835,0.6054445342965338,0.10899328679587277,0.1508158748537568,0.14357954887301344,0.0017555443367194862,0.5159823543428103,0.3489283808834205,0.03672142136305595,0.9116676941389122,0.7073485554354337,0.5520229130105097,0.05924335588389972,0.5012471006660648,0.4893474124141058,0.009337263100713353,0.8473506346498274,0.5913992242675326,0.5751451714124121,0.6095712083031852
000012.XSHE,12,1,0.05904023400766224,0.7435929997879908,0.2531125309119597,0.40891373825111355,0.4939100307579849,0.24133314152291985,0.7224636768768129,0.13148198620927362,0.7984662492707615,0.5311987683272511,0.5115859246223324,0.048883845787229666,0.3177404552742461,0.04271459090143687,0.02257084842380691,0.07872215038795269,0.01082424587716535,0.0024288632701452177,0.4617885557095405,0.5601280566541316,0.4289820457611494,0.06694910116587642,0.3093375749513372,0.6363636304132232,0.5893369954725552,0.5512916667422719,0.05527852917527312,0.2936790446652842,0.49223008817680325,0.5209389070228407,0.5029840915883287,0.18473895582329317,0.6292082101775778,0.029152487702604632,0.5904707414770188,0.1601653989301128,0.3314991406201332,0.18179980857068645,0.4353935611266111,0.15532716691473808,0.4479907380428571,0.4995976312901189,0.2412915147330854,0.5053398758647747,0.5083404737898692,0.06624054571270124,0.4523898502226402,0.46889921755417147,0.2587966895692588,0.06621348523452683,0.5255862786154879,0.07214143651234083,0.20048645610127985,0.14297538826408562,0.0016483873140463868,0.5007144542300128,0.7638955877204399,0.007184012207404274,0.9114841644239317,0.524723646290418,0.4863882008353269,0.06784971860415284,0.49094626400647795,0.4839466464120074,0.007672257958318999,0.39041270017620944,0.513930859611019,0.36334503994614,0.4348357493406849
000014.XSHE,12,1,0.005723885257553425,0.9300708667332729,0.13687408022696584,0.3147748851359888,0.4726418933087744,0.2748459166068288,0.7127193930661974,0.28431058757968075,0.5588901630474512,0.5518736599490383,0.09804629366210571,0.0077459063712863475,0.2713932630171614,0.037522149416751645,0.0019673086316906846,0.004892271188157489,0.004433720007039,0.000816004974271902,0.5001779767157102,0.4840794503345392,0.42489021097460716,0.04716781008492275,0.09790775248440627,0.7272727282644629,0.1498072288637572,0.5187511416766412,0.0189659163724997,0.30970397169514435,0.49294246606847547,0.43330148195388907,0.25833151392946685,0.3373493975903614,0.3384767083766493,0.6789420208047737,0.4371612514329765,0.1774988809162069,0.49826542718525013,0.15295967741347177,0.32000184529029163,0.09755579921508306,0.39419080974314835,0.5031231530555357,0.21659386502080372,0.5003800864677125,0.4315225605766548,0.013445739229822753,0.4625258968713375,0.4406177827021489,0.6421994325054602,0.013440246398671491,0.5413258996574632,0.1972854885006962,0.12391883873463676,0.1459827283680762,0.00248131326862427,0.5022146388626255,0.338519636795989,0.05476451614429626,0.9114127954552107,0.6578330549498743,0.5106229208335488,0.052443514160700616,0.49637395020131164,0.512830305005792,0.011310548359933899,0.7646439784828307,0.6119123675522298,0.558576799836813,0.5219651143359079
000016.XSHE,12,1,0.3501171815250649,0.28274027303489657,0.18033359314550998,0.18271816929925938,0.5474372399721016,0.35597557078921355,0.8775409278200459,0.26236416808728624,0.9671867322179382,0.7858849171767073,0.3912477072614229,0.053588285295993666,0.1974820722078025,0.028638065630644718,0.05097552155265802,0.12958577537987434,0.049591782691739396,0.003609847250574573,0.4958423826847649,0.3618511370827819,0.4017233231174852,0.04861175931368004,0.2658582675417413,0.4545454565289256,0.2188599560381099,0.47556128225601035,0.04220399458519958,0.29785220274597696,0.4930181625877223,0.2462608494473249,0.21411498905942636,0.5502008032128513,0.2934268933601829,0.834675698196382,0.3871004329444305,0.24765978540699451,0.4284960552915995,0.1533003942229436,0.3113394955992988,0.09622065463183721,0.47598259828831563,0.5304221311132022,0.10709421811171363,0.525459216987286,0.3311530575903351,0.1361926286351936,0.3419106194308185,0.3561436551995735,0.2275941737342273,0.13613699144780267,0.745987773328307,0.08603777332321291,0.17323230356090097,0.14332101113762274,0.0010675017042435662,0.5105150387077909,0.4724563844581154,0.020891203030617235,0.9114491568837844,0.4685086377933637,0.44693041475349027,0.11370520065950124,0.44101720467640765,0.47591316646823306,0.004879448790874942,0.8713787874527872,0.5486185658706662,0.5694828981483822,0.4268612124287329
000017.XSHE,12,1,0.08459387498729076,0.9289790051922242,0.0,0.319153243127707,0.4807880920123243,0.3211328530459581,0.784144028617434,0.2231005347334805,0.9174472259862114,0.6204150835471327,0.2182129577078189,0.0028311180938867136,0.2723844488814015,0.037684403367732475,0.00133127030206801,5.9304163823243396e-05,0.0009706870302197989,0.0004555403207733037,0.48903639522575015,0.48328239723015204,0.4253530672426545,0.03884014415881892,0.16439554682175575,0.5454545434710744,0.12528673737998097,0.523810414443506,0.08290176706823386,0.3153238245771439,0.49413889984159276,0.3352344264980379,0.3259332383053558,0.285140562248996,0.3178428125210205,0.1039507566594092,0.38644267770541757,0.12219630749249699,0.4747897262705899,0.15286813259148285,0.34454622169243054,0.21029070516799026,0.4588235379169311,0.5007522742687326,0.03226616830347597,0.4949249011149837,0.46146720446520156,0.00762251148700589,0.19034369497191037,0.21636155228776977,0.03791735838095719,0.007619397551220656,0.6953549642298961,0.05735484483332291,0.2677169834270004,0.14280120740728475,0.0012636692146316408,0.5153695338229521,0.6653295244808951,0.02311030803521207,0.9116127428595721,0.4318629463785976,0.46758375534344154,0.0521370945886452,0.477857422503236,0.523954263682315,0.011115868415328915,0.7871065100182679,0.6283362065229805,0.5510913990273318,0.3483935439419962
