,month,label,return,beta,book_to_price_ratio,earnings_yield,growth,leverage,liquidity,momentum,non_linear_size,residual_volatility,size,administration_expense_ttm,EBIT,EBITDA,goods_sale_and_service_render_cash_ttm,interest_carry_current_liability,interest_free_current_liability,net_debt,net_working_capital,non_recurring_gain_loss,OperateNetIncome,retained_earnings,money_flow_20,PSY,TVMA6,VDEA,VEMA10,VOL10,WVAD,CCI10,CR20,fifty_two_week_close_rank,Price1M,Rank1M,ROC12,ROC120,single_day_VPT,single_day_VPT_12,Volume1M,capital_reserve_fund_per_share,cashflow_per_share_ttm,cash_and_equivalents_per_share,net_asset_per_share,net_operate_cash_flow_per_share,operating_profit_per_share,operating_revenue_per_share,retained_earnings_per_share,retained_profit_per_share,surplus_reserve_fund_per_share,total_operating_revenue_per_share,ACCA,accounts_payable_turnover_days,accounts_payable_turnover_rate,adjusted_profit_to_total_profit,admin_expense_rate,cash_to_current_liability,current_asset_turnover_rate,current_ratio,DEGM,gross_income_ratio,total_profit_to_cost_ratio,Kurtosis120,sharpe_ratio_120,Skewness120,Variance120,boll_down,EMA5,EMAC20,MFI14
000001.XSHE,4,1,-0.05567350171408411,0.3645217853449634,0.7967019096180765,1.0,0.6041148430751704,0.3036801019101523,0.5667772594166103,0.4798080032930522,0.2016198782340993,0.2843954617136908,0.854308667999602,0.0,0.22924601495335253,0.25983008224038817,0.01629029623975971,0.0375263095412464,0.6757042137800127,0.41691085155721724,0.5001536827553508,0.2735542065102315,0.5843969275231837,0.19613728959555451,0.5296054068274764,0.6000000024,0.5872201042383719,0.4914653793391018,0.01768056725825468,0.05248639533908914,0.5024543836283327,0.6065858688847623,0.4364797742400679,0.38152610441767065,0.4201776227447237,0.4163776539012335,0.3827916828140437,0.44046442081792647,0.5684922042320201,0.5625098560025963,0.49494781913995795,0.6561575019258675,1.0,1.0,0.8025437384420898,1.0,0.838662191300829,0.13467853933750346,0.6235938297356881,0.6336155360640199,0.3902107941256202,0.1346364634706143,0.6784563179792856,0.09248156126759823,0.002308228843326377,0.4540250402480901,0.1074559646385528,0.15140567227122997,0.1759681482908281,0.18336629271826005,0.4983513526663093,0.6635224595420648,0.48437378484235355,0.24361505581514664,0.341107255399411,0.5680273069821071,0.021214656419859836,0.773585769611749,0.5080554890631683,0.5663268558665426,0.7197635050081373
000002.XSHE,4,1,-0.02157309641596028,0.4851924429802136,0.4692478171032461,0.6294432720125039,0.5828598503753926,0.3082750100280443,0.539884674570074,0.5282007692698351,0.14917440858926323,0.30721597546416024,0.8843069490559381,0.20025047899109055,0.4338628750268973,0.16645942975961556,0.21824139632394454,0.4710339799369015,1.0,0.07630328463031563,1.0,0.3394648977504387,0.5013731381713391,0.2860786916889107,0.7374985308689697,0.6999999988000001,0.7543091828758484,0.48979714576872185,0.017145909788792747,0.042420511301455605,0.5095265955748086,0.7041602059541371,0.655109290886122,0.0,0.516246961066076,0.13171548134435074,0.4370819794786562,0.536929609571304,0.7601257743799514,0.6591525846734664,0.5811815529122057,0.10012016809929603,0.5150006269942226,0.3096345972670328,0.27094429313769824,0.5224330513165522,0.47101728222628847,0.06659774937245222,0.5184023910562263,0.45665157721374894,0.8780068598173961,0.06657694310256321,0.5366494715949834,0.03960064436117511,0.005390530860551354,0.45149642392235834,0.039168387987642335,0.10420662425794816,0.03474530340878395,0.14161261688343868,0.4937759940800441,0.6370327394087787,0.5410684429575011,0.10109037286388195,0.575849720609583,0.4150247765828716,0.03892965976763498,0.6839072726903164,0.39636822573753516,0.45294784907097707,0.8268265662787352
000004.XSHE,4,1,0.005624705781841851,0.750816181586828,0.07561571019129515,0.40793823130913526,0.2701784262131879,0.05945930870372135,0.40230099928799523,0.3758434771103466,0.054833115244707964,0.2093593005623896,0.0,0.0013919663198190479,0.21529941799089328,0.08715700777463838,0.00012554751149310424,5.901970273715209e-05,0.002170894941489911,0.003916811680740861,0.4887426038615987,0.21024024850680945,0.43062008417094416,0.028225703918310262,0.018814390041547818,0.5000000059999999,0.01460176015323732,0.48767009649523657,0.005095882000942562,0.09929275611408507,0.49810438066876445,0.2712093930909385,0.17287711978092868,0.9076305220883533,0.24544270154156944,0.7833627766701392,0.21502306701564095,0.2753538522806729,0.4742980405789442,0.4650670747029742,0.4425187910899632,0.03929757360807322,0.4730305285817128,0.11017462949391607,0.05688005516345772,0.5028278756612176,0.37965437490583226,0.011206001833711565,0.2442161991649758,0.2636068934164444,0.09231764535938981,0.01120250088809815,0.5085600449232696,0.021606182841412518,0.00987997205144573,0.43207237454605685,0.34487985256646103,0.12561044613589614,0.07475878349118291,0.15148555531712507,0.538993585914975,0.7408295492369519,0.5125511844234764,0.1703316708728485,0.19405276302579497,0.45297270860320793,0.08332007115080453,0.8496379665297573,0.6851505446053352,0.7791438995553395,0.5079892807424202
000005.XSHE,4,1,-0.08666425525711915,0.0,0.14603933379990675,0.39572111350121353,0.29768868445605035,0.11698367599804976,0.10945317779974961,0.48975582097770504,0.9627511186917903,0.4849575545401163,0.27324238010367946,0.0031034832780933307,0.22924601495335253,0.08686984214898495,0.00015849685887675208,0.0005653240941261707,0.007577098369518269,0.004128671458319927,0.4827921320329699,0.20912300416756516,0.43012124026025295,0.025260549124046516,0.06858504293984956,0.20000000480000002,0.19038034071080437,0.5584997471998779,0.06535115049547702,0.16191693466250512,0.48461208813198636,0.2965345108139835,0.12807024508937617,0.03614457831325301,0.3024377738117731,0.7079720028455582,0.23412005857195822,0.3257722298630262,0.426719608100722,0.5864350815196142,0.46024831357402574,0.061117683752647554,0.46991951560750467,0.0697345547372004,0.04689566438593782,0.5052770134132095,0.36459928239608697,0.0006534142966864357,0.21615966591307367,0.23043899600957285,0.11480295286976064,0.00065321015894403,0.569478320252745,0.037724468153753084,0.0056586195781478926,0.4607848185540883,0.7207869285851968,0.09820404217823232,0.04341692399876669,0.11871026900084147,0.4135605633515154,0.4161830636924953,0.43967636255121506,0.9999999999999999,0.34552094183957616,1.0,0.015299040212448994,0.9026632214708654,0.7791096708951537,0.7907042896225756,0.4891170104000532
000006.XSHE,4,1,-0.05441589960760075,0.6373011082962683,0.39165583549956684,0.7026729186317154,0.589170516419178,0.17938689285917156,0.5663394584810368,0.5204390758604835,0.9941004269051301,0.5210252325210663,0.3829290800032569,0.005975350392890741,0.22757301044268682,0.09191525754099598,0.006044720194878694,0.033768645557131785,0.038300371683569104,0.00563957804177432,0.5176519547848818,0.2142088247162581,0.43494770055747484,0.038105203903229516,0.303509802196083,0.6999999988000001,0.2630408968117228,0.5133128267252296,0.03139610790363674,0.22633859250335975,0.5089402940786277,0.5752386853520751,0.43802265488143155,0.004016064257028112,0.5742587550371547,0.046360091148723775,0.4961630912834746,0.5985701923944324,0.5509672076344916,0.7330260234735683,0.5237686978259046,0.08713768487686618,0.43125264914710293,0.10273070504102899,0.16515614317505095,0.5187760968632296,0.4361101682219476,0.03256236970924248,0.36565152519688177,0.34354704080877524,0.4829228564492752,0.032552196670982476,0.5411618397744309,0.026689451137330705,0.007998233941721836,0.45114500829137877,0.03369472785316228,0.10125457869820782,0.04777627590187523,0.14191742345060668,0.5206451211447353,0.7184356966503384,0.5830710630741308,0.20553318698473616,0.5761407171498082,0.5621248558911278,0.09978027562443821,0.4884483992767099,0.4518731031894765,0.4043964753116134,0.641625106249258
000007.XSHE,4,1,-0.06371968919994689,0.5318277181705999,0.06994288642271546,0.3475002318474738,0.22343188300479017,0.08508256283739254,0.5211021312620568,0.8019300573878503,0.9063089476560466,0.5815809421253427,0.2301656518867669,0.0036913574818185925,0.21532132813422838,0.08716838374864162,0.0004309613135030187,0.001302736065274936,0.0024576660535789744,0.00393329839563509,0.4890591637413013,0.20900675064275323,0.4305903554975029,0.026024787844073295,0.08386410142675699,0.6999999988000001,0.07621020233314915,0.4869203672468676,0.018476313794753674,0.17859754249629783,0.5121923606382057,0.7086057383986908,0.3036567451262582,0.008032128514056224,0.5280152975054773,0.2777299961694408,0.47237178511800737,0.819870621567266,0.5302658917228545,0.48752562783612857,0.5401664251937934,0.1533738978689,0.49629932373479085,0.09293794974004202,0.07352938186840798,0.4565289397391784,0.37291435217203733,0.012933548135370074,0.14261111555675587,0.1626777775511934,0.026595174764581068,0.012929507474902376,0.08331436329958358,0.034518328421030635,0.006184205077837728,0.4529397309039122,0.32271281737490837,0.13266381943142846,0.1600210807754156,0.1441835515532593,0.4995433228366257,0.8730697800281907,0.4513929409984663,0.08607150666574045,0.8828469492907935,0.38257842759444916,0.1041535348823835,0.6564482135925067,0.24988525905147974,0.40363502944283614,0.7973155695118453
000008.XSHE,4,0,0.1569117070688431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000009.XSHE,4,1,-0.08021489321565187,0.8979256445840332,0.17337574151836305,0.33803135482615965,0.611968072009338,0.23227214317590633,0.7593865403758864,0.2690710358413454,0.8820228487711161,0.5129812515929206,0.5040218758198909,0.03508377395412145,0.2295540545213721,0.09089860843649165,0.007665559493363606,0.05009495205118685,0.031040866618264107,0.0062721523577027715,0.5430972895466547,0.25260893108764493,0.4325959138822137,0.03769482269805968,0.5703016499116885,0.6000000024,0.3355527141183334,0.4124921666878374,0.16820390414391617,0.16191693466250512,0.477714993190533,0.4197773750347914,0.3150621976951133,0.9036144578313252,0.3810620795305054,0.22530296006203235,0.289813444552664,0.24317845317378411,0.6230613973660248,0.4690453581573036,0.5018669109544542,0.06410445532912913,0.4554379568071817,0.14800369788031006,0.13921180332172403,0.48924820066821234,0.41927805835205617,0.047829641960322786,0.35095562527414154,0.3817320342887853,0.06858889765287958,0.04781469916647918,0.49752836169913733,0.02199234669904203,0.00970648980792187,0.44127465459410065,0.12825616376080065,0.10741471474668443,0.06374223409266656,0.15009663552116165,0.4998291935775106,0.6213906927779935,0.4689508825149377,0.14248637530879357,0.23239424497639627,0.44681968869922084,0.1746252260461456,0.7131627188319083,0.4789282728313946,0.6175333828783716,0.532008177351719
000010.XSHE,4,0,0.1469957508441621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
000011.XSHE,4,1,-0.0241642552571191,0.9037789904239819,0.19031089615410257,0.4524635773273528,0.7253214892719344,0.44859312692339726,0.9807411746943488,0.41108641990158257,0.9981892532245962,0.5552532830236955,0.3329186758705545,0.007431603696708968,0.21574909267389095,0.08727606656698357,0.0022542858040254703,0.014912606506097145,0.01965010421121216,0.004615627322142304,0.4960805150385294,0.20912300416756516,0.43074828803526855,0.03194945202036406,0.25492668840999105,0.6000000024,0.24666654213020342,0.6074122241537032,0.1827711736075971,1.0,0.515991268147356,0.32456017524246417,0.2707703176717005,0.538152610441767,0.4465971795916056,0.12348339282229609,0.5633198913112791,0.42477294193169834,0.48603389271800723,0.6295104811586958,0.5052172080435786,0.04691029884072815,0.46057036182270306,0.1212861862391411,0.11022731447173575,0.5678420090944271,0.3771294780658056,0.01430354841033876,0.32287587520927524,0.34974397293054443,0.08183408493578839,0.01429907973847822,0.7177000891269733,0.05980626289433821,0.003569335907242845,0.4563253071413854,0.20473893828726233,0.10474699869939216,0.026419487280892044,0.1378432640307451,0.4689137098672366,0.5897557917265488,0.402321811618232,0.15385455561300038,0.37679124369971645,0.45415155919326494,0.1555042775962074,0.4704382202577402,0.5907679755519224,0.5641500831041273,0.5510213985978049
